pedido_id,data_pedido,cliente_id,produto_id,quantidade,preco_unitario,valor_total,canal_venda,vendedor,estado_entrega
PV001342,2024-08-29,C0103,P005,106,4.43,469.58,Televendas,Bruno Lima,PA
PV005567,2024-08-29,C0124,P019,163,4.07,663.41,Representante Comercial,Felipe Santos,DF
PV007154,2024-08-29,C0144,P014,95,3.65,346.75,Representante Comercial,Ana Souza,PR
PV006286,2024-08-29,C0059,P014,146,3.84,560.64,Representante Comercial,Daniela Rocha,SP
PV005281,2024-08-29,C0076,P008,131,9.33,1222.23,Key Account,Bruno Lima,SC
PV005496,2024-08-29,C0036,P005,162,4.37,707.94,Key Account,Carlos Silva,AM
PV000234,2024-08-29,C0022,P004,98,8.25,808.5,Representante Comercial,Felipe Santos,AL
PV000216,2024-08-29,C0117,P017,159,3.4,540.6,Televendas,Ana Souza,SP
PV004972,2024-08-30,C0011,P012,138,14.7,2028.6,Representante Comercial,Bruno Lima,MG
PV003985,2024-08-30,C0067,P004,88,8.08,711.04,Televendas,Eduarda Melo,AM
PV002795,2024-08-30,C0145,P001,54,21.26,1148.04,Televendas,Bruno Lima,PA
PV000953,2024-08-30,C0144,P015,26,5.4,140.4,Key Account,Ana Souza,PR
PV000823,2024-08-30,C0146,P018,140,3.04,425.6,Representante Comercial,Carlos Silva,RJ
PV002056,2024-08-30,C0136,P005,118,4.11,484.98,Representante Comercial,Felipe Santos,GO
PV005475,2024-08-30,C0057,P012,55,13.93,766.15,Key Account,Eduarda Melo,GO
PV000724,2024-08-30,C0065,P014,64,4.02,257.28,Key Account,Felipe Santos,AL
PV001061,2024-08-30,C0130,P006,130,4.43,575.9,E-commerce B2B,Carlos Silva,PA
PV000463,2024-08-30,C0015,P002,141,8.6,1212.6,E-commerce B2B,Felipe Santos,PE
PV000457,2024-08-30,C0075,P005,124,4.22,523.28,Representante Comercial,Bruno Lima,MT
PV005348,2024-08-30,C0101,P010,75,5.46,409.5,Key Account,Bruno Lima,AM
PV000990,2024-08-31,C0023,P002,165,8.29,1367.85,Representante Comercial,Ana Souza,DF
PV006091,2024-08-31,C0119,P015,57,5.57,317.49,E-commerce B2B,Carlos Silva,RS
PV004240,2024-08-31,C0135,P004,109,8.03,875.27,E-commerce B2B,Ana Souza,BA
PV002238,2024-08-31,C0064,P018,126,2.74,345.24,Key Account,Eduarda Melo,ES
PV004018,2024-08-31,C0068,P009,172,4.99,858.28,E-commerce B2B,Ana Souza,CE
PV005591,2024-08-31,C0068,P007,23,7.32,168.36,Representante Comercial,Felipe Santos,CE
PV002723,2024-08-31,C0143,P002,154,8.84,1361.36,Representante Comercial,Daniela Rocha,AL
PV005350,2024-08-31,C0003,P001,5,23.26,116.3,E-commerce B2B,Carlos Silva,ES
PV001223,2024-08-31,C0051,P011,119,17.45,2076.55,E-commerce B2B,Carlos Silva,SC
PV005424,2024-08-31,C0096,P015,146,5.47,798.62,Key Account,Daniela Rocha,SP
PV001360,2024-08-31,C0065,P015,69,5.65,389.85,Key Account,Carlos Silva,AL
PV004441,2024-08-31,C0142,P005,125,3.99,498.75,E-commerce B2B,Ana Souza,PA
PV004463,2024-08-31,C0117,P017,15,3.36,50.4,Representante Comercial,Ana Souza,SP
PV002403,2024-08-31,C0117,P014,100,3.6,360.0,E-commerce B2B,Daniela Rocha,SP
PV000555,2024-09-01,C0037,P009,27,4.84,130.68,Televendas,Felipe Santos,AM
PV007090,2024-09-01,C0157,P003,5,8.28,41.4,Representante Comercial,Daniela Rocha,CE
PV003781,2024-09-01,C0062,P002,68,9.04,614.72,Televendas,Ana Souza,AL
PV002345,2024-09-01,C0062,P014,53,3.86,204.58,Televendas,Felipe Santos,AL
PV003741,2024-09-01,C0082,P014,35,3.93,137.55,Televendas,Felipe Santos,AM
PV003975,2024-09-01,C0135,P011,128,16.79,2149.12,Representante Comercial,Ana Souza,BA
PV004306,2024-09-01,C0146,P004,56,8.53,477.68,E-commerce B2B,Ana Souza,RJ
PV004287,2024-09-01,C0070,P018,113,2.78,314.14,Televendas,Eduarda Melo,BA
PV005437,2024-09-01,C0128,P014,75,3.7,277.5,Televendas,Carlos Silva,PR
PV000630,2024-09-01,C0062,P015,52,5.47,284.44,Televendas,Felipe Santos,AL
PV005192,2024-09-01,C0099,P012,21,13.88,291.48,Key Account,Carlos Silva,SC
PV000698,2024-09-01,C0026,P013,58,5.09,295.22,Televendas,Ana Souza,MT
PV001652,2024-09-02,C0031,P014,113,3.8,429.4,Televendas,Ana Souza,BA
PV001502,2024-09-02,C0062,P005,170,4.15,705.5,E-commerce B2B,Felipe Santos,AL
PV003519,2024-09-02,C0132,P015,71,5.27,374.17,Representante Comercial,Carlos Silva,SC
PV006931,2024-09-02,C0040,P014,37,3.93,145.41,Representante Comercial,Ana Souza,MG
PV000624,2024-09-02,C0048,P015,69,5.9,407.1,Key Account,Bruno Lima,ES
PV005435,2024-09-02,C0114,P011,102,16.03,1635.06,Key Account,Ana Souza,BA
PV001881,2024-09-02,C0131,P016,25,6.92,173.0,Televendas,Ana Souza,SC
PV000259,2024-09-02,C0044,P009,84,4.98,418.32,Televendas,Felipe Santos,DF
PV001589,2024-09-02,C0157,P005,148,3.95,584.6,Key Account,Carlos Silva,CE
PV001818,2024-09-02,C0049,P014,28,3.78,105.84,Televendas,Eduarda Melo,CE
PV005917,2024-09-02,C0106,P007,167,7.65,1277.55,Televendas,Felipe Santos,PA
PV002379,2024-09-02,C0062,P019,164,3.95,647.8,Televendas,Carlos Silva,AL
PV001840,2024-09-02,C0157,P011,74,16.87,1248.38,Televendas,Eduarda Melo,CE
PV003270,2024-09-02,C0068,P014,102,4.0,408.0,Representante Comercial,Carlos Silva,CE
PV005100,2024-09-02,C0068,P010,57,5.11,291.27,Key Account,Eduarda Melo,CE
PV002744,2024-09-03,C0004,P008,179,9.88,1768.52,E-commerce B2B,Ana Souza,GO
PV004402,2024-09-03,C0088,P014,94,4.03,378.82,Televendas,Daniela Rocha,MG
PV001951,2024-09-03,C0075,P014,148,3.97,587.56,Key Account,Carlos Silva,MT
PV005030,2024-09-03,C0062,P010,82,5.14,421.48,Representante Comercial,Eduarda Melo,AL
PV006768,2024-09-03,C0067,P013,63,5.12,322.56,Representante Comercial,Felipe Santos,AM
PV001309,2024-09-03,C0047,P015,64,5.48,350.72,E-commerce B2B,Eduarda Melo,BA
PV006526,2024-09-03,C0096,P010,79,5.16,407.64,Representante Comercial,Eduarda Melo,SP
PV001695,2024-09-03,C0106,P003,95,8.22,780.9,Representante Comercial,Eduarda Melo,PA
PV006466,2024-09-03,C0047,P010,51,5.0,255.0,E-commerce B2B,Eduarda Melo,BA
PV000399,2024-09-03,C0135,P011,179,16.01,2865.79,Key Account,Daniela Rocha,BA
PV003909,2024-09-04,C0046,P008,21,10.42,218.82,Key Account,Carlos Silva,AM
PV003303,2024-09-04,C0102,P009,162,4.71,763.02,Key Account,Daniela Rocha,BA
PV006110,2024-09-04,C0021,P014,32,3.87,123.84,E-commerce B2B,Ana Souza,AM
PV001130,2024-09-04,C0099,P002,110,8.71,958.1,Representante Comercial,Bruno Lima,SC
PV000940,2024-09-04,C0118,P003,28,8.16,228.48,Key Account,Daniela Rocha,MG
PV006541,2024-09-04,C0115,P012,18,14.73,265.14,Representante Comercial,Eduarda Melo,MG
PV004597,2024-09-04,C0062,P005,148,4.36,645.28,Representante Comercial,Carlos Silva,AL
PV003420,2024-09-04,C0048,P013,146,5.03,734.38,E-commerce B2B,Felipe Santos,ES
PV003185,2024-09-04,C0137,P015,87,5.73,498.51,Key Account,Daniela Rocha,MT
PV007184,2024-09-04,C0159,P011,20,17.07,341.4,Televendas,Felipe Santos,RS
PV002769,2024-09-04,C0102,P017,155,3.37,522.35,Televendas,Carlos Silva,BA
PV003292,2024-09-04,C0050,P017,115,3.31,380.65,Representante Comercial,Eduarda Melo,SC
PV000608,2024-09-04,C0065,P003,60,8.08,484.8,Representante Comercial,Felipe Santos,AL
PV000636,2024-09-05,C0084,P006,139,4.45,618.55,E-commerce B2B,Felipe Santos,PR
PV006832,2024-09-05,C0110,P009,149,4.81,716.69,E-commerce B2B,Ana Souza,CE
PV003197,2024-09-05,C0142,P005,170,4.01,681.7,Representante Comercial,Eduarda Melo,PA
PV003660,2024-09-05,C0037,P005,91,4.23,384.93,Televendas,Eduarda Melo,AM
PV001427,2024-09-05,C0122,P018,41,2.87,117.67,E-commerce B2B,Felipe Santos,BA
PV000371,2024-09-05,C0157,P016,132,6.93,914.76,E-commerce B2B,Ana Souza,CE
PV003928,2024-09-05,C0157,P017,140,3.37,471.8,Televendas,Bruno Lima,CE
PV004107,2024-09-05,C0127,P017,7,3.15,22.05,E-commerce B2B,Bruno Lima,PR
PV000661,2024-09-05,C0026,P004,85,8.64,734.4,Representante Comercial,Daniela Rocha,MT
PV005286,2024-09-05,C0160,P002,20,9.07,181.4,E-commerce B2B,Carlos Silva,ES
PV003330,2024-09-05,C0124,P020,149,4.18,622.82,Representante Comercial,Carlos Silva,DF
PV005009,2024-09-05,C0062,P009,143,4.76,680.68,Televendas,Carlos Silva,AL
PV005223,2024-09-05,C0035,P016,60,6.6,396.0,E-commerce B2B,Felipe Santos,CE
PV007072,2024-09-05,C0075,P004,116,8.19,950.04,Televendas,Felipe Santos,MT
PV003036,2024-09-05,C0149,P011,138,16.38,2260.44,Representante Comercial,Ana Souza,ES
PV004275,2024-09-06,C0044,P007,41,7.86,322.26,Representante Comercial,Ana Souza,DF
PV006824,2024-09-06,C0127,P002,69,8.34,575.46,Key Account,Daniela Rocha,PR
PV000739,2024-09-06,C0010,P015,138,5.93,818.34,Televendas,Ana Souza,MT
PV001213,2024-09-06,C0079,P010,97,4.93,478.21,E-commerce B2B,Eduarda Melo,RJ
PV002825,2024-09-06,C0019,P011,151,16.11,2432.61,E-commerce B2B,Ana Souza,BA
PV001007,2024-09-06,C0096,P017,153,3.34,511.02,Televendas,Daniela Rocha,SP
PV005895,2024-09-06,C0045,P010,148,5.51,815.48,E-commerce B2B,Carlos Silva,GO
PV004706,2024-09-06,C0071,P002,18,8.39,151.02,Televendas,Eduarda Melo,PR
PV001666,2024-09-06,C0172,P001,35,21.16,740.6,Televendas,Ana Souza,MG
PV001819,2024-09-06,C0023,P020,127,4.24,538.48,Representante Comercial,Felipe Santos,DF
PV005698,2024-09-06,C0063,P014,54,3.8,205.2,E-commerce B2B,Carlos Silva,DF
PV003071,2024-09-06,C0011,P019,22,3.89,85.58,Televendas,Ana Souza,MG
PV007185,2024-09-07,C0039,P016,37,7.11,263.07,Televendas,Eduarda Melo,PA
PV006177,2024-09-07,C0034,P003,42,7.54,316.68,E-commerce B2B,Ana Souza,RJ
PV005547,2024-09-07,C0043,P002,17,8.94,151.98,E-commerce B2B,Ana Souza,SC
PV002083,2024-09-07,C0064,P015,56,5.9,330.4,E-commerce B2B,Bruno Lima,ES
PV005679,2024-09-07,C0131,P012,11,15.23,167.53,Televendas,Daniela Rocha,SC
PV004682,2024-09-07,C0066,P015,60,5.87,352.2,Key Account,Ana Souza,DF
PV006321,2024-09-07,C0124,P002,110,9.11,1002.1,E-commerce B2B,Eduarda Melo,DF
PV004499,2024-09-07,C0094,P002,12,9.24,110.88,Key Account,Felipe Santos,RS
PV002716,2024-09-07,C0088,P017,28,3.4,95.2,E-commerce B2B,Bruno Lima,MG
PV004413,2024-09-08,C0049,P009,119,4.58,545.02,E-commerce B2B,Eduarda Melo,CE
PV004734,2024-09-08,C0041,P009,120,4.97,596.4,Key Account,Felipe Santos,AM
PV006491,2024-09-08,C0111,P005,70,4.17,291.9,Televendas,Ana Souza,AM
PV004596,2024-09-08,C0159,P010,88,5.11,449.68,Televendas,Eduarda Melo,RS
PV002443,2024-09-09,C0066,P014,100,4.0,400.0,Televendas,Ana Souza,DF
PV002728,2024-09-09,C0005,P003,113,8.29,936.77,E-commerce B2B,Eduarda Melo,PE
PV000609,2024-09-09,C0018,P011,121,16.76,2027.96,Representante Comercial,Ana Souza,RJ
PV003831,2024-09-09,C0035,P004,145,8.79,1274.55,Representante Comercial,Carlos Silva,CE
PV004098,2024-09-09,C0017,P016,53,6.6,349.8,Televendas,Carlos Silva,RS
PV002328,2024-09-10,C0026,P012,9,14.05,126.45,E-commerce B2B,Felipe Santos,MT
PV001131,2024-09-10,C0168,P009,179,4.92,880.68,Televendas,Bruno Lima,PA
PV003699,2024-09-10,C0090,P006,138,4.37,603.06,E-commerce B2B,Felipe Santos,MG
PV006161,2024-09-10,C0096,P017,102,3.31,337.62,Televendas,Bruno Lima,SP
PV005851,2024-09-10,C0062,P016,148,7.15,1058.2,E-commerce B2B,Carlos Silva,AL
PV006484,2024-09-11,C0093,P007,128,8.03,1027.84,Representante Comercial,Ana Souza,SP
PV000518,2024-09-11,C0139,P007,6,7.83,46.98,E-commerce B2B,Ana Souza,MT
PV001295,2024-09-11,C0096,P008,133,9.61,1278.13,Representante Comercial,Felipe Santos,SP
PV003096,2024-09-11,C0030,P020,168,3.91,656.88,Key Account,Felipe Santos,SP
PV006688,2024-09-11,C0070,P002,138,8.82,1217.16,Representante Comercial,Eduarda Melo,BA
PV004367,2024-09-11,C0025,P008,43,10.24,440.32,E-commerce B2B,Eduarda Melo,ES
PV006287,2024-09-11,C0172,P017,129,3.17,408.93,E-commerce B2B,Felipe Santos,MG
PV004581,2024-09-11,C0021,P019,104,3.9,405.6,E-commerce B2B,Daniela Rocha,AM
PV005638,2024-09-11,C0074,P017,137,3.42,468.54,Representante Comercial,Carlos Silva,AM
PV002585,2024-09-11,C0106,P014,58,3.76,218.08,Key Account,Ana Souza,PA
PV004185,2024-09-11,C0008,P020,41,4.15,170.15,Key Account,Daniela Rocha,PE
PV003899,2024-09-11,C0115,P001,42,21.35,896.7,Representante Comercial,Ana Souza,MG
PV001439,2024-09-12,C0025,P015,123,5.47,672.81,E-commerce B2B,Felipe Santos,ES
PV004285,2024-09-12,C0112,P003,143,7.97,1139.71,E-commerce B2B,Felipe Santos,PE
PV006949,2024-09-12,C0142,P004,163,8.07,1315.41,Televendas,Felipe Santos,PA
PV000811,2024-09-12,C0125,P004,77,8.22,632.94,Representante Comercial,Daniela Rocha,RJ
PV002048,2024-09-12,C0064,P015,99,5.82,576.18,E-commerce B2B,Eduarda Melo,ES
PV006229,2024-09-12,C0017,P016,18,6.47,116.46,Televendas,Eduarda Melo,RS
PV004699,2024-09-12,C0031,P002,50,9.21,460.5,Representante Comercial,Bruno Lima,BA
PV004391,2024-09-12,C0018,P001,81,22.75,1842.75,Representante Comercial,Ana Souza,RJ
PV006315,2024-09-12,C0075,P009,28,4.52,126.56,E-commerce B2B,Ana Souza,MT
PV001185,2024-09-12,C0062,P015,138,5.67,782.46,Key Account,Ana Souza,AL
PV002673,2024-09-12,C0094,P018,42,3.01,126.42,Representante Comercial,Eduarda Melo,RS
PV002653,2024-09-12,C0142,P004,42,8.73,366.66,Representante Comercial,Felipe Santos,PA
PV001924,2024-09-12,C0085,P017,117,3.29,384.93,Representante Comercial,Felipe Santos,AM
PV006569,2024-09-13,C0016,P010,39,5.42,211.38,E-commerce B2B,Bruno Lima,PA
PV005602,2024-09-13,C0117,P005,137,4.37,598.69,Key Account,Daniela Rocha,SP
PV006194,2024-09-13,C0117,P002,80,9.09,727.2,Televendas,Felipe Santos,SP
PV000855,2024-09-13,C0154,P004,12,7.95,95.4,Key Account,Bruno Lima,DF
PV003535,2024-09-13,C0131,P015,29,5.86,169.94,E-commerce B2B,Bruno Lima,SC
PV003933,2024-09-13,C0065,P011,49,17.35,850.15,E-commerce B2B,Bruno Lima,AL
PV005051,2024-09-13,C0068,P011,133,17.37,2310.21,Representante Comercial,Felipe Santos,CE
PV002398,2024-09-13,C0157,P007,96,7.3,700.8,Representante Comercial,Ana Souza,CE
PV000559,2024-09-13,C0101,P001,71,22.77,1616.67,Representante Comercial,Eduarda Melo,AM
PV000945,2024-09-13,C0067,P014,58,3.9,226.2,Representante Comercial,Felipe Santos,AM
PV001581,2024-09-14,C0147,P014,40,3.84,153.6,Televendas,Bruno Lima,RS
PV002104,2024-09-14,C0159,P006,124,4.65,576.6,E-commerce B2B,Carlos Silva,RS
PV000201,2024-09-14,C0106,P011,17,16.08,273.36,Televendas,Felipe Santos,PA
PV000360,2024-09-14,C0034,P010,5,5.1,25.5,Representante Comercial,Bruno Lima,RJ
PV004376,2024-09-14,C0003,P013,150,4.75,712.5,Televendas,Eduarda Melo,ES
PV000487,2024-09-14,C0126,P013,100,4.89,489.0,E-commerce B2B,Carlos Silva,RJ
PV005398,2024-09-14,C0015,P005,43,4.32,185.76,Key Account,Daniela Rocha,PE
PV000843,2024-09-14,C0100,P010,79,5.01,395.79,Key Account,Bruno Lima,SP
PV004998,2024-09-14,C0088,P020,118,3.88,457.84,Representante Comercial,Eduarda Melo,MG
PV001079,2024-09-14,C0022,P019,109,3.99,434.91,Key Account,Carlos Silva,AL
PV006835,2024-09-15,C0062,P005,88,4.01,352.88,Representante Comercial,Felipe Santos,AL
PV001303,2024-09-15,C0081,P005,135,4.34,585.9,Televendas,Eduarda Melo,SC
PV006746,2024-09-15,C0062,P003,102,7.83,798.66,Key Account,Daniela Rocha,AL
PV006742,2024-09-15,C0154,P017,86,3.46,297.56,Televendas,Bruno Lima,DF
PV007114,2024-09-15,C0033,P017,85,3.13,266.05,Televendas,Carlos Silva,CE
PV005864,2024-09-15,C0115,P014,14,3.67,51.38,E-commerce B2B,Ana Souza,MG
PV003563,2024-09-16,C0045,P014,24,3.8,91.2,Representante Comercial,Felipe Santos,GO
PV006155,2024-09-16,C0096,P017,14,3.48,48.72,Televendas,Eduarda Melo,SP
PV006825,2024-09-16,C0096,P010,15,5.01,75.15,E-commerce B2B,Felipe Santos,SP
PV001134,2024-09-16,C0088,P001,88,22.67,1994.96,Key Account,Daniela Rocha,MG
PV004901,2024-09-16,C0022,P015,29,5.4,156.6,Televendas,Ana Souza,AL
PV004958,2024-09-16,C0155,P020,115,4.33,497.95,Key Account,Bruno Lima,ES
PV001196,2024-09-16,C0031,P011,114,17.48,1992.72,Key Account,Felipe Santos,BA
PV003289,2024-09-16,C0069,P012,164,13.75,2255.0,E-commerce B2B,Eduarda Melo,MG
PV005406,2024-09-16,C0076,P013,77,5.14,395.78,Televendas,Daniela Rocha,SC
PV001542,2024-09-16,C0046,P007,111,7.74,859.14,Representante Comercial,Ana Souza,AM
PV001204,2024-09-17,C0151,P012,111,13.81,1532.91,Televendas,Carlos Silva,CE
PV004230,2024-09-17,C0132,P011,94,16.31,1533.14,Representante Comercial,Daniela Rocha,SC
PV002759,2024-09-17,C0161,P019,45,3.71,166.95,Key Account,Felipe Santos,AL
PV002132,2024-09-17,C0088,P016,37,6.45,238.65,Televendas,Ana Souza,MG
PV006096,2024-09-17,C0020,P005,19,3.98,75.62,E-commerce B2B,Felipe Santos,SC
PV004037,2024-09-17,C0062,P012,164,13.81,2264.84,Televendas,Carlos Silva,AL
PV005914,2024-09-18,C0159,P010,28,5.34,149.52,Televendas,Bruno Lima,RS
PV000699,2024-09-18,C0068,P020,62,3.94,244.28,Representante Comercial,Daniela Rocha,CE
PV005336,2024-09-18,C0162,P011,6,16.18,97.08,Televendas,Carlos Silva,DF
PV001965,2024-09-18,C0142,P016,60,6.67,400.2,Representante Comercial,Carlos Silva,PA
PV000809,2024-09-18,C0051,P011,70,16.58,1160.6,Televendas,Bruno Lima,SC
PV000169,2024-09-18,C0079,P004,73,8.11,592.03,Representante Comercial,Bruno Lima,RJ
PV004804,2024-09-19,C0141,P006,84,4.36,366.24,Televendas,Felipe Santos,PE
PV003016,2024-09-19,C0088,P014,126,4.03,507.78,Representante Comercial,Bruno Lima,MG
PV004328,2024-09-19,C0168,P005,82,3.99,327.18,Televendas,Eduarda Melo,PA
PV005530,2024-09-19,C0106,P010,97,5.13,497.61,Representante Comercial,Bruno Lima,PA
PV001638,2024-09-19,C0062,P006,137,4.58,627.46,Representante Comercial,Felipe Santos,AL
PV001928,2024-09-19,C0013,P013,28,5.01,140.28,Representante Comercial,Carlos Silva,AL
PV002894,2024-09-19,C0144,P014,134,3.86,517.24,E-commerce B2B,Felipe Santos,PR
PV006944,2024-09-19,C0099,P015,55,5.4,297.0,Representante Comercial,Felipe Santos,SC
PV004363,2024-09-20,C0026,P009,45,4.82,216.9,Representante Comercial,Felipe Santos,MT
PV006010,2024-09-20,C0008,P003,103,7.45,767.35,Key Account,Ana Souza,PE
PV001331,2024-09-20,C0046,P002,60,8.42,505.2,Representante Comercial,Felipe Santos,AM
PV005327,2024-09-20,C0084,P003,173,7.99,1382.27,Televendas,Bruno Lima,PR
PV003931,2024-09-20,C0157,P003,25,7.88,197.0,Representante Comercial,Felipe Santos,CE
PV004291,2024-09-20,C0121,P014,172,3.62,622.64,Representante Comercial,Bruno Lima,PR
PV003198,2024-09-20,C0084,P015,135,5.67,765.45,Representante Comercial,Felipe Santos,PR
PV001673,2024-09-20,C0028,P002,98,8.97,879.06,Key Account,Ana Souza,BA
PV004793,2024-09-21,C0177,P020,102,4.16,424.32,Televendas,Daniela Rocha,MG
PV002808,2024-09-21,C0093,P005,69,4.45,307.05,Key Account,Felipe Santos,SP
PV002014,2024-09-21,C0124,P013,63,5.19,326.97,Representante Comercial,Carlos Silva,DF
PV006021,2024-09-21,C0127,P017,96,3.12,299.52,Televendas,Eduarda Melo,PR
PV001933,2024-09-21,C0030,P013,177,5.11,904.47,Key Account,Carlos Silva,SP
PV004767,2024-09-21,C0066,P007,178,7.18,1278.04,Representante Comercial,Ana Souza,DF
PV005976,2024-09-21,C0032,P014,8,4.0,32.0,E-commerce B2B,Felipe Santos,MT
PV001725,2024-09-21,C0010,P001,71,22.02,1563.42,Representante Comercial,Eduarda Melo,MT
PV003555,2024-09-21,C0066,P014,148,3.74,553.52,Representante Comercial,Eduarda Melo,DF
PV005397,2024-09-22,C0088,P005,92,4.08,375.36,Televendas,Eduarda Melo,MG
PV003048,2024-09-22,C0137,P005,173,4.1,709.3,Key Account,Felipe Santos,MT
PV002873,2024-09-22,C0046,P004,152,7.93,1205.36,Key Account,Daniela Rocha,AM
PV004666,2024-09-22,C0042,P019,162,3.89,630.18,E-commerce B2B,Eduarda Melo,RS
PV006079,2024-09-22,C0022,P014,123,3.98,489.54,Key Account,Eduarda Melo,AL
PV005352,2024-09-22,C0023,P001,121,23.69,2866.49,E-commerce B2B,Felipe Santos,DF
PV000502,2024-09-22,C0030,P010,93,4.89,454.77,E-commerce B2B,Daniela Rocha,SP
PV005272,2024-09-22,C0043,P016,102,6.63,676.26,E-commerce B2B,Daniela Rocha,SC
PV003194,2024-09-22,C0060,P009,169,4.96,838.24,Televendas,Carlos Silva,AL
PV003260,2024-09-22,C0101,P008,73,10.37,757.01,Representante Comercial,Ana Souza,AM
PV002643,2024-09-22,C0023,P014,140,3.98,557.2,Representante Comercial,Carlos Silva,DF
PV004431,2024-09-22,C0142,P013,77,4.85,373.45,Representante Comercial,Daniela Rocha,PA
PV000467,2024-09-23,C0002,P011,114,16.41,1870.74,Televendas,Felipe Santos,RS
PV000752,2024-09-23,C0080,P018,42,2.87,120.54,E-commerce B2B,Daniela Rocha,GO
PV007009,2024-09-23,C0070,P003,167,7.68,1282.56,Representante Comercial,Daniela Rocha,BA
PV002650,2024-09-23,C0022,P001,30,22.01,660.3,E-commerce B2B,Ana Souza,AL
PV004046,2024-09-23,C0117,P018,128,2.73,349.44,E-commerce B2B,Bruno Lima,SP
PV006034,2024-09-23,C0172,P013,66,4.78,315.48,Key Account,Bruno Lima,MG
PV004929,2024-09-23,C0067,P007,16,7.62,121.92,E-commerce B2B,Carlos Silva,AM
PV006901,2024-09-24,C0084,P017,97,3.36,325.92,Televendas,Bruno Lima,PR
PV004737,2024-09-24,C0156,P008,76,9.62,731.12,Televendas,Carlos Silva,RS
PV002131,2024-09-24,C0062,P013,37,5.05,186.85,E-commerce B2B,Daniela Rocha,AL
PV006994,2024-09-24,C0011,P018,97,2.99,290.03,Televendas,Felipe Santos,MG
PV000546,2024-09-24,C0029,P008,54,10.04,542.16,Representante Comercial,Felipe Santos,PE
PV000263,2024-09-24,C0010,P012,82,13.98,1146.36,Televendas,Ana Souza,MT
PV005092,2024-09-24,C0031,P002,28,8.44,236.32,Key Account,Eduarda Melo,BA
PV005117,2024-09-24,C0138,P010,124,5.16,639.84,Representante Comercial,Carlos Silva,PE
PV000827,2024-09-24,C0131,P003,159,8.11,1289.49,Key Account,Bruno Lima,SC
PV001790,2024-09-24,C0011,P004,142,8.57,1216.94,E-commerce B2B,Daniela Rocha,MG
PV006271,2024-09-25,C0089,P011,51,17.82,908.82,Televendas,Carlos Silva,PR
PV000495,2024-09-25,C0062,P012,103,14.24,1466.72,Televendas,Felipe Santos,AL
PV003381,2024-09-25,C0071,P011,31,16.21,502.51,Key Account,Daniela Rocha,PR
PV001263,2024-09-25,C0047,P017,104,3.42,355.68,Key Account,Ana Souza,BA
PV006487,2024-09-25,C0062,P015,120,5.62,674.4,Televendas,Felipe Santos,AL
PV003523,2024-09-25,C0062,P010,59,5.12,302.08,Televendas,Eduarda Melo,AL
PV001997,2024-09-25,C0032,P008,107,9.71,1038.97,E-commerce B2B,Daniela Rocha,MT
PV005579,2024-09-25,C0158,P011,42,17.02,714.84,Televendas,Eduarda Melo,PE
PV006284,2024-09-25,C0065,P001,64,23.27,1489.28,Televendas,Carlos Silva,AL
PV005314,2024-09-25,C0137,P015,153,5.31,812.43,Representante Comercial,Daniela Rocha,MT
PV003108,2024-09-25,C0134,P017,106,3.27,346.62,Key Account,Carlos Silva,MG
PV006344,2024-09-25,C0146,P018,58,3.03,175.74,E-commerce B2B,Felipe Santos,RJ
PV002863,2024-09-26,C0034,P010,117,4.95,579.15,Representante Comercial,Carlos Silva,RJ
PV003518,2024-09-26,C0177,P020,102,3.93,400.86,Televendas,Eduarda Melo,MG
PV000508,2024-09-26,C0088,P011,49,16.09,788.41,Key Account,Felipe Santos,MG
PV006349,2024-09-26,C0051,P014,149,3.93,585.57,Televendas,Carlos Silva,SC
PV001168,2024-09-26,C0070,P003,18,8.24,148.32,Representante Comercial,Carlos Silva,BA
PV000143,2024-09-26,C0089,P019,178,3.68,655.04,Key Account,Daniela Rocha,PR
PV000250,2024-09-26,C0031,P005,132,4.42,583.44,Key Account,Carlos Silva,BA
PV005012,2024-09-26,C0157,P014,105,3.97,416.85,Key Account,Bruno Lima,CE
PV005573,2024-09-26,C0062,P019,123,3.98,489.54,E-commerce B2B,Ana Souza,AL
PV001239,2024-09-26,C0106,P011,69,16.88,1164.72,Representante Comercial,Daniela Rocha,PA
PV003139,2024-09-26,C0174,P002,158,9.31,1470.98,Televendas,Felipe Santos,PA
PV000983,2024-09-26,C0075,P003,53,8.37,443.61,E-commerce B2B,Ana Souza,MT
